Date,City,State,Shape,Summary,Tier,Image_URL,Description,Report_URL
"2025-12-07 04:00 Local Reported: 2025-12-07 05:08 Pacific Duration: About 2-3 sec No of observers: 1 Location: Peristeri, , Greece Shape: Cylinder Color: Green red Estimated Size: 2-3 m Viewed From: Land Direction from Viewer: Left Angle of Elevation: 45 Closest Distance: 8meters Characteristics: Aura or haze around object, Left a trail, Changed Color, Animals reacted Lights who change and disappear after 1-2 sec leaving smoke Case Type: UAP-L (Low Altitude Luminous Orb / Dual Flash Event) Date of Event: December 7, 2025 Time: Approximately 04:00 AM Location: Peristeri, Athens, Greece Specific Location: Galinis Street 5 (residential dead-end road) Weather Conditions: Clear sky, calm wind, no storm activity Visibility: Excellent ⸻ 1. Description of the Event At approximately 04:00 AM, while inside my house, I observed two extremely bright, colored flashes of light outside my window. The flashes appeared in a fixed position in mid-air, at an estimated height of 2–3 meters above ground level, and at a distance of about 8 meters from my position. Each flash lasted about one second, and the two flashes occurred 2–3 seconds apart.  The colors were different: one appeared green, the other red, or close variations of these colors. The intensity of the light was very strong — comparable to a “colored lightning flash” — yet the event was completely silent, with no sound before, during, or after the flashes. ⸻ 2. Post-Event Observations Immediately after the flashes, I went outside and observed smoke/haze exactly at the same position in the air where the flashes had occurred. Characteristics of the smoke: •   Color: between white and light gray •   Appeared suspended in mid-air at the same height as the flashes •   Slowly rose upward before dissipating •   No smell of any kind •   No debris or physical objects were found on the ground underneath ⸻ 3. Environmental Context •   The incident took place in a dead-end residential street with single-family houses. •   I have clear visibility of the entire street; there were no people or activity outside at that moment. •   There are no electrical boxes, transformers, or power lines at the location of the flashes. •   There was no power outage, electrical disturbance, or noise. •   Weather conditions were calm, and no storms or atmospheric disturbances were present. ⸻ 4. Witness Assessment Based on the characteristics of the event, the phenomenon does not resemble: •   fireworks or flares, •   electrical arcing or power faults, •   drones or aircraft lights, •   falling objects or meteor activity. The flashes did not originate from above or below; they appeared instantly in a fixed point in the air. ⸻ 5. Classification UAP Category: UAP-L (Luminous) – Low-Altitude Static Event Key Features: •   Colored flashes at 2–3 m altitude •   Completely silent •   Two flashes, different colors •   Mid-air smoke with no source •   No physical evidence •   No apparent human or technological origin ⸻ 6. Additional Notes This event fits the profile of rare low-altitude luminous UAP sightings reported internationally, characterized by sudden, stationary light manifestations with color variation and post-event haze, lacking mechanical behavior or identifiable source. Posted 2025-12-08",Peristeri,,"Cylinder Color: Green red Estimated Size: 2-3 m Viewed From: Land Direction from Viewer: Left Angle of Elevation: 45 Closest Distance: 8meters Characteristics: Aura or haze around object, Left a trail, Changed Color, Animals reacted Lights who change and disappear after 1-2 sec leaving smoke Case Type: UAP-L (Low Altitude Luminous Orb / Dual Flash Event) Date of Event: December 7, 2025 Time: Approximately 04:00 AM Location: Peristeri, Athens, Greece Specific Location: Galinis Street 5 (residential dead-end road) Weather Conditions: Clear sky, calm wind, no storm activity Visibility: Excellent ⸻ 1. Description of the Event At approximately 04:00 AM, while inside my house, I observed two extremely bright, colored flashes of light outside my window. The flashes appeared in a fixed position in mid-air, at an estimated height of 2–3 meters above ground level, and at a distance of about 8 meters from my position. Each flash lasted about one second, and the two flashes occurred 2–3 seconds apart.  The colors were different: one appeared green, the other red, or close variations of these colors. The intensity of the light was very strong — comparable to a “colored lightning flash” — yet the event was completely silent, with no sound before, during, or after the flashes. ⸻ 2. Post-Event Observations Immediately after the flashes, I went outside and observed smoke/haze exactly at the same position in the air where the flashes had occurred. Characteristics of the smoke: •   Color: between white and light gray •   Appeared suspended in mid-air at the same height as the flashes •   Slowly rose upward before dissipating •   No smell of any kind •   No debris or physical objects were found on the ground underneath ⸻ 3. Environmental Context •   The incident took place in a dead-end residential street with single-family houses. •   I have clear visibility of the entire street; there were no people or activity outside at that moment. •   There are no electrical boxes, transformers, or power lines at the location of the flashes. •   There was no power outage, electrical disturbance, or noise. •   Weather conditions were calm, and no storms or atmospheric disturbances were present. ⸻ 4. Witness Assessment Based on the characteristics of the event, the phenomenon does not resemble: •   fireworks or flares, •   electrical arcing or power faults, •   drones or aircraft lights, •   falling objects or meteor activity. The flashes did not originate from above or below; they appeared instantly in a fixed point in the air. ⸻ 5. Classification UAP Category: UAP-L (Luminous) – Low-Altitude Static Event Key Features: •   Colored flashes at 2–3 m altitude •   Completely silent •   Two flashes, different colors •   Mid-air smoke with no source •   No physical evidence •   No apparent human or technological origin ⸻ 6. Additional Notes This event fits the profile of rare low-altitude luminous UAP sightings reported internationally, characterized by sudden, stationary light manifestations with color variation and post-event haze, lacking mechanical behavior or identifiable source. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194602 Occurred: 2025-12-07 04:00 Local Reported: 2025-12-07 05:08 Pacific Duration: About 2-3 sec No of observers: 1 Location: Peristeri, , Greece Shape: Cylinder Color: Green red Estimated Size: 2-3 m Viewed From: Land Direction from Viewer: Left Angle of Elevation: 45 Closest Distance: 8meters Characteristics: Aura or haze around object, Left a trail, Changed Color, Animals reacted Lights who change and disappear after 1-2 sec leaving smoke Case Type: UAP-L (Low Altitude Luminous Orb / Dual Flash Event) Date of Event: December 7, 2025 Time: Approximately 04:00 AM Location: Peristeri, Athens, Greece Specific Location: Galinis Street 5 (residential dead-end road) Weather Conditions: Clear sky, calm wind, no storm activity Visibility: Excellent ⸻ 1. Description of the Event At approximately 04:00 AM, while inside my house, I observed two extremely bright, colored flashes of light outside my window. The flashes appeared in a fixed position in mid-air, at an estimated height of 2–3 meters above ground level, and at a distance of about 8 meters from my position",https://nuforc.org/sighting/?id=194602
"2025-12-06 05:30 Local Reported: 2025-12-07 11:49 Pacific Duration: .05 seconds No of observers: 1 Location: Totton, England, United Kingdom Location details: In my garden Shape: Diamond Color: Silver/ white Estimated Size: 80 feet Viewed From: Land Direction from Viewer: Due east, turning south Closest Distance: 1000 feet Estimated Speed: 2000mph Characteristics: Left a trail Pointy front wider at the back, white trail It passed very quickly leaving a white trail, moving east and turning south, too fast for a plane, left a white trail that disappeared instantly, I saw it as there was a gap in the clouds, it could of been below the clouds, couldn't tell, I've been to an air show and planes make noise, there was no sound. Posted 2025-12-08",Totton,England,"Diamond Color: Silver/ white Estimated Size: 80 feet Viewed From: Land Direction from Viewer: Due east, turning south Closest Distance: 1000 feet Estimated Speed: 2000mph Characteristics: Left a trail Pointy front wider at the back, white trail It passed very quickly leaving a white trail, moving east and turning south, too fast for a plane, left a white trail that disappeared instantly, I saw it as there was a gap in the clouds, it could of been below the clouds, couldn't tell, I've been to an air show and planes make noise, there was no sound. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194606 Occurred: 2025-12-06 05:30 Local Reported: 2025-12-07 11:49 Pacific Duration:. 05 seconds No of observers: 1 Location: Totton, England, United Kingdom Location details: In my garden Shape: Diamond Color: Silver/ white Estimated Size: 80 feet Viewed From: Land Direction from Viewer: Due east, turning south Closest Distance: 1000 feet Estimated Speed: 2000mph Characteristics: Left a trail Pointy front wider at the back, white trail It passed very quickly leaving a white trail, moving east and turning south, too fast for a plane, left a white trail that disappeared instantly, I saw it as there was a gap in the clouds, it could of been below the clouds, couldn't tell, I've been to an air show and planes make noise, there was no sound",https://nuforc.org/sighting/?id=194606
"2025-12-06 07:11 Local Reported: 2025-12-07 13:34 Pacific Duration: Less than a minute No of observers: 1 Location: Portland, OR, USA Shape: Orb Color: Bright silver light Estimated Size: very large Viewed From: Land Direction from Viewer: SW Angle of Elevation: 45 Closest Distance: I have no idea Estimated Speed: no clue Characteristics: Lights on object, Aura or haze around object Large bright silver orb/light moving very slowly along the horizon and then up towards the moon and then it vanished into thin air I was standing on my back porch looking up at the moon at 7:11 AM, on December 6, 2025. I noticed a large glowing orb on the horizon that was moving very much like a satellite. At first I thought it was a satellite but then I realized it was much to large and too low on the horizon to be a satellite. Helicopter? It was not a helicopter. It was too large, and moving too slowly and strangely to be a helicopter. It was not a plane, 100% not a plane. I watched it moving along the horizon and then up into the sky towards the moon and then it vanished. It disappeared into thin air. It was a little grey and cloudy at the time with patches of blue sky but this object did not disappear behind a cloud, it simply vanished. One thing I noticed that struck me as being really strange was that it was eerily quiet out. Normally I would hear birds chirping and crows cawing but there was nothing. And then, as soon as the object disappeared the crows got active again. It was very weird. Posted 2025-12-08",Portland,OR,"Orb Color: Bright silver light Estimated Size: very large Viewed From: Land Direction from Viewer: SW Angle of Elevation: 45 Closest Distance: I have no idea Estimated Speed: no clue Characteristics: Lights on object, Aura or haze around object Large bright silver orb/light moving very slowly along the horizon and then up towards the moon and then it vanished into thin air I was standing on my back porch looking up at the moon at 7:11 AM, on December 6, 2025. I noticed a large glowing orb on the horizon that was moving very much like a satellite. At first I thought it was a satellite but then I realized it was much to large and too low on the horizon to be a satellite. Helicopter? It was not a helicopter. It was too large, and moving too slowly and strangely to be a helicopter. It was not a plane, 100% not a plane. I watched it moving along the horizon and then up into the sky towards the moon and then it vanished. It disappeared into thin air. It was a little grey and cloudy at the time with patches of blue sky but this object did not disappear behind a cloud, it simply vanished. One thing I noticed that struck me as being really strange was that it was eerily quiet out. Normally I would hear birds chirping and crows cawing but there was nothing. And then, as soon as the object disappeared the crows got active again. It was very weird. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194608 Occurred: 2025-12-06 07:11 Local Reported: 2025-12-07 13:34 Pacific Duration: Less than a minute No of observers: 1 Location: Portland, OR, USA Shape: Orb Color: Bright silver light Estimated Size: very large Viewed From: Land Direction from Viewer: SW Angle of Elevation: 45 Closest Distance: I have no idea Estimated Speed: no clue Characteristics: Lights on object, Aura or haze around object Large bright silver orb/light moving very slowly along the horizon and then up towards the moon and then it vanished into thin air I was standing on my back porch looking up at the moon at 7:11 AM, on December 6, 2025. I noticed a large glowing orb on the horizon that was moving very much like a satellite. At first I thought it was a satellite but then I realized it was much to large and too low on the horizon to be a satellite",https://nuforc.org/sighting/?id=194608
"2025-12-07 18:05 Local - Approximate Reported: 2025-12-07 16:16 Pacific Duration: Maybe 3 seconds No of observers: 2 Location: Ashton, MI, USA Location details: Driving northbound on US 131 Shape: Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: North Angle of Elevation: 30 Closest Distance: About 500 ft Estimated Speed: Maybe 150mph? In and out of view in 3 seconds Explanation: Meteor - Possible Characteristics: Left a trail Driving home just after sunset, a bright white light with tail, moving horizontally flashed and disappeared. Before the event, my wife was driving, I was looking at my phone and she yelled, "" oh my God! Look! And as I swung my head up I saw the final moment this intensely bright white light streaked across the sky and disappeared in a burst. My wife said it seemed that it split into 3 and disappeared VERY quickly. No lingering trails like with fire works or flares. It was above the tree line but well below the cloud line. Very local. I would estimate less than 500 feet altitude and less than 500 ft in front of us. This was not an astrological event. It was all of the sudden, here and then gone. Within seconds and left without trace. Posted 2025-12-08",Ashton,MI,"Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: North Angle of Elevation: 30 Closest Distance: About 500 ft Estimated Speed: Maybe 150mph? In and out of view in 3 seconds Explanation: Meteor - Possible Characteristics: Left a trail Driving home just after sunset, a bright white light with tail, moving horizontally flashed and disappeared. Before the event, my wife was driving, I was looking at my phone and she yelled, "" oh my God! Look! And as I swung my head up I saw the final moment this intensely bright white light streaked across the sky and disappeared in a burst. My wife said it seemed that it split into 3 and disappeared VERY quickly. No lingering trails like with fire works or flares. It was above the tree line but well below the cloud line. Very local. I would estimate less than 500 feet altitude and less than 500 ft in front of us. This was not an astrological event. It was all of the sudden, here and then gone. Within seconds and left without trace. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194612 Occurred: 2025-12-07 18:05 Local - Approximate Reported: 2025-12-07 16:16 Pacific Duration: Maybe 3 seconds No of observers: 2 Location: Ashton, MI, USA Location details: Driving northbound on US 131 Shape: Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: North Angle of Elevation: 30 Closest Distance: About 500 ft Estimated Speed: Maybe 150mph. In and out of view in 3 seconds Explanation: Meteor - Possible Characteristics: Left a trail Driving home just after sunset, a bright white light with tail, moving horizontally flashed and disappeared. Before the event, my wife was driving, I was looking at my phone and she yelled, "" oh my God",https://nuforc.org/sighting/?id=194612
"2025-12-07 18:00 Local Reported: 2025-12-07 16:57 Pacific Duration: Now No of observers: 1 Location: Stillwater, MN, USA Location details: Right over the house Shape: Changing Color: White Estimated Size: Can’t tell Viewed From: Land Direction from Viewer: Southeast Angle of Elevation: 45 Closest Distance: 50 yards now Estimated Speed: Can’t tell Characteristics: Left a trail Passing through around the lake and then one just still Off Mendel Road N. They’ve been coming for weeks but tonight very close to the house and three for sure. Too large to be a drone and no sound. Not a helicopter. White lights and ok be had flashing red light Posted 2025-12-08",Stillwater,MN,Changing Color: White Estimated Size: Can’t tell Viewed From: Land Direction from Viewer: Southeast Angle of Elevation: 45 Closest Distance: 50 yards now Estimated Speed: Can’t tell Characteristics: Left a trail Passing through around the lake and then one just still Off Mendel Road N. They’ve been coming for weeks but tonight very close to the house and three for sure. Too large to be a drone and no sound. Not a helicopter. White lights and ok be had flashing red light Posted 2025-12-08,,,https://nuforc.org/wp-content/uploads/simages/S194615_1.jpeg,"Skip to content NUFORC UFO Sighting 194615 Occurred: 2025-12-07 18:00 Local Reported: 2025-12-07 16:57 Pacific Duration: Now No of observers: 1 Location: Stillwater, MN, USA Location details: Right over the house Shape: Changing Color: White Estimated Size: Can’t tell Viewed From: Land Direction from Viewer: Southeast Angle of Elevation: 45 Closest Distance: 50 yards now Estimated Speed: Can’t tell Characteristics: Left a trail Passing through around the lake and then one just still Off Mendel Road N. They’ve been coming for weeks but tonight very close to the house and three for sure. White lights and ok be had flashing red light Posted 2025-12-08",https://nuforc.org/sighting/?id=194615
"2025-12-05 06:05 Local Reported: 2025-12-07 18:41 Pacific Duration: 10 mins aprox. No of observers: 1 Location: Panama City, Panamá Province, Panama Location details: In front of Costa Del Este, Panama. Further than the airplane rute to the airport. Shape: Light Color: White light Viewed From: Land Direction from Viewer: South of the bay from panama city Angle of Elevation: 45 Closest Distance: 7.5 kms - 10 kms Characteristics: Lights on object They appeared to be aligned in a straight line. Then, one by one, they began to disappear—as if a light were being switched off When I first noticed them, there were five in total. Four appeared slightly smaller and positioned very close to one another, aligned, while a fifth object was a bit farther away and appeared somewhat larger. They began disappearing one at a time, with the larger object remaining visible the longest. They simply disappeared—they did not appear to fly away or move in any direction. Posted 2025-12-08",Panama City,Panamá Province,"Light Color: White light Viewed From: Land Direction from Viewer: South of the bay from panama city Angle of Elevation: 45 Closest Distance: 7.5 kms - 10 kms Characteristics: Lights on object They appeared to be aligned in a straight line. Then, one by one, they began to disappear—as if a light were being switched off When I first noticed them, there were five in total. Four appeared slightly smaller and positioned very close to one another, aligned, while a fifth object was a bit farther away and appeared somewhat larger. They began disappearing one at a time, with the larger object remaining visible the longest. They simply disappeared—they did not appear to fly away or move in any direction. Posted 2025-12-08",,,https://nuforc.org/wp-content/uploads/simages/S194616_4.jpeg,"Skip to content NUFORC UFO Sighting 194616 Occurred: 2025-12-05 06:05 Local Reported: 2025-12-07 18:41 Pacific Duration: 10 mins aprox. No of observers: 1 Location: Panama City, Panamá Province, Panama Location details: In front of Costa Del Este, Panama. Shape: Light Color: White light Viewed From: Land Direction from Viewer: South of the bay from panama city Angle of Elevation: 45 Closest Distance: 7",https://nuforc.org/sighting/?id=194616
"2025-12-06 03:45 Local Reported: 2025-12-07 20:56 Pacific Duration: About 15 minutes/20 miles No of observers: 1 Location: Partridge, KS, USA Location details: Westbound Highway 50 headed towards Hutchinson Shape: Light Color: White Estimated Size: Unsure. Viewed From: Land Direction from Viewer: West Angle of Elevation: 45 Closest Distance: Unsure. Estimated Speed: I can’t calculate that, but FAST. Characteristics: Aura or haze around object, Missing Time 3 lights, started as 1, then formed a triangle formation as 3, 2 shot off, then 1 came back. I’m a truck driver. I’m driving down highway 50 from Dodge City Kansas to Hutchinson Kansas. I see a really bright light in the sky, and assume it’s a plane or something. Then I see 2 more appear and form a triangle formation and begin zigzagging around each other and circling in this triangle formation. 2 shoot off faster than I’ve ever seen anything move. 1 came back and joined the 1st one. They kept zipping off and coming back, brighter, then dimmer. The second one circled around the first one and they both took off. I watched them for about 20 miles up until the Loves in South Hutchinson. The sky was clear, they seemed to take off once when a plane was passing through then reappeared out of nowhere. Posted 2025-12-08",Partridge,KS,"Light Color: White Estimated Size: Unsure. Viewed From: Land Direction from Viewer: West Angle of Elevation: 45 Closest Distance: Unsure. Estimated Speed: I can’t calculate that, but FAST. Characteristics: Aura or haze around object, Missing Time 3 lights, started as 1, then formed a triangle formation as 3, 2 shot off, then 1 came back. I’m a truck driver. I’m driving down highway 50 from Dodge City Kansas to Hutchinson Kansas. I see a really bright light in the sky, and assume it’s a plane or something. Then I see 2 more appear and form a triangle formation and begin zigzagging around each other and circling in this triangle formation. 2 shoot off faster than I’ve ever seen anything move. 1 came back and joined the 1st one. They kept zipping off and coming back, brighter, then dimmer. The second one circled around the first one and they both took off. I watched them for about 20 miles up until the Loves in South Hutchinson. The sky was clear, they seemed to take off once when a plane was passing through then reappeared out of nowhere. Posted 2025-12-08",,,https://www.dropbox.com/scl/fi/6od3mns8yv9le0d0k3r9u/2025-12-07-2056_IMG_6347.mov%3Frlkey%3Dz07mcw3as6acss1zt2jtl02a7%26dl%3D0,"Skip to content NUFORC UFO Sighting 194617 Occurred: 2025-12-06 03:45 Local Reported: 2025-12-07 20:56 Pacific Duration: About 15 minutes/20 miles No of observers: 1 Location: Partridge, KS, USA Location details: Westbound Highway 50 headed towards Hutchinson Shape: Light Color: White Estimated Size: Unsure. Viewed From: Land Direction from Viewer: West Angle of Elevation: 45 Closest Distance: Unsure. Characteristics: Aura or haze around object, Missing Time 3 lights, started as 1, then formed a triangle formation as 3, 2 shot off, then 1 came back",https://nuforc.org/sighting/?id=194617
"2025-12-01 19:02 Local Reported: 2025-12-08 02:25 Pacific Duration: 5s No of observers: 1 - Pilot Location: Gebele, , Azerbaijan Location details: Waypoint LEYLA Shape: Light Color: white Viewed From: Aircraft Direction from Viewer: 090 Angle of Elevation: 7 Estimated Speed: 30 Observed a light looking like a sattelite, but moving too fast. Cruising at FL330 heading east, with the sun already set behind us. Sky was pitch black. I'm used to observing Starlink and other satellites and meteorites. This one was what looked like a satellite of medium brightness. I saw it as it was moving from north to south, about 5 to 10 degrees above my viewpoint and moving at minimum 20 to 30 degrees per second to the right (southbound). Ive seen satellites and meteorites, the latter moving generally the fastest, but this was at least 3 or 4 times as fast. Funny thing is it looked like an ordinary satellite. Distance and size is impossible to estimate. Posted 2025-12-08",Gebele,,"Light Color: white Viewed From: Aircraft Direction from Viewer: 090 Angle of Elevation: 7 Estimated Speed: 30 Observed a light looking like a sattelite, but moving too fast. Cruising at FL330 heading east, with the sun already set behind us. Sky was pitch black. I'm used to observing Starlink and other satellites and meteorites. This one was what looked like a satellite of medium brightness. I saw it as it was moving from north to south, about 5 to 10 degrees above my viewpoint and moving at minimum 20 to 30 degrees per second to the right (southbound). Ive seen satellites and meteorites, the latter moving generally the fastest, but this was at least 3 or 4 times as fast. Funny thing is it looked like an ordinary satellite. Distance and size is impossible to estimate. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194619 Occurred: 2025-12-01 19:02 Local Reported: 2025-12-08 02:25 Pacific Duration: 5s No of observers: 1 - Pilot Location: Gebele, , Azerbaijan Location details: Waypoint LEYLA Shape: Light Color: white Viewed From: Aircraft Direction from Viewer: 090 Angle of Elevation: 7 Estimated Speed: 30 Observed a light looking like a sattelite, but moving too fast. Cruising at FL330 heading east, with the sun already set behind us. I'm used to observing Starlink and other satellites and meteorites",https://nuforc.org/sighting/?id=194619
"2025-12-07 21:30 Local Reported: 2025-12-08 06:52 Pacific Duration: 1 hour maybe longer No of observers: 1 Location: El Paso, TX, USA Shape: Light Color: White Estimated Size: Size of a plane Viewed From: Land Angle of Elevation: 90 Closest Distance: The distance planes travel at Estimated Speed: It wasn’t moving fast like it wanted me to see it Characteristics: Aura or haze around object, Aircraft nearby I saw a white light in the sky moving as if performing a show it would also change shapes almost like a human it was really scary . As I was looking for a place to sleep for the night I layed down because I was tired, as I’m laying there I’m looking at the sky and seeing the regular planes, stars, but out of nowhere a white light I’m assuming the size of a plane because how else would I be able to see it from the ground. The light was almost dancing or playing right above me ,way up in the sky but above . Im religious so i automatically thought about the star that led the wiseman to Jesus but if you know the story that star was the devil so i got really freaked out because it stayed there for an hour dancing or whatever .It scared me to the point where i had to call one of my church leaders who told me that it may be a satélite but no I know what I saw and it wasn’t no satélite.It would change shapes from a circle to something longer almost like a human shape.I just had to let someone know because planes were flying right next to it.It even looked like they were gonna collide but they didn’t. Posted 2025-12-08",El Paso,TX,"Light Color: White Estimated Size: Size of a plane Viewed From: Land Angle of Elevation: 90 Closest Distance: The distance planes travel at Estimated Speed: It wasn’t moving fast like it wanted me to see it Characteristics: Aura or haze around object, Aircraft nearby I saw a white light in the sky moving as if performing a show it would also change shapes almost like a human it was really scary . As I was looking for a place to sleep for the night I layed down because I was tired, as I’m laying there I’m looking at the sky and seeing the regular planes, stars, but out of nowhere a white light I’m assuming the size of a plane because how else would I be able to see it from the ground. The light was almost dancing or playing right above me ,way up in the sky but above . Im religious so i automatically thought about the star that led the wiseman to Jesus but if you know the story that star was the devil so i got really freaked out because it stayed there for an hour dancing or whatever .It scared me to the point where i had to call one of my church leaders who told me that it may be a satélite but no I know what I saw and it wasn’t no satélite.It would change shapes from a circle to something longer almost like a human shape.I just had to let someone know because planes were flying right next to it.It even looked like they were gonna collide but they didn’t. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194620 Occurred: 2025-12-07 21:30 Local Reported: 2025-12-08 06:52 Pacific Duration: 1 hour maybe longer No of observers: 1 Location: El Paso, TX, USA Shape: Light Color: White Estimated Size: Size of a plane Viewed From: Land Angle of Elevation: 90 Closest Distance: The distance planes travel at Estimated Speed: It wasn’t moving fast like it wanted me to see it Characteristics: Aura or haze around object, Aircraft nearby I saw a white light in the sky moving as if performing a show it would also change shapes almost like a human it was really scary. As I was looking for a place to sleep for the night I layed down because I was tired, as I’m laying there I’m looking at the sky and seeing the regular planes, stars, but out of nowhere a white light I’m assuming the size of a plane because how else would I be able to see it from the ground. The light was almost dancing or playing right above me ,way up in the sky but above",https://nuforc.org/sighting/?id=194620
"2025-12-08 05:42 Local Reported: 2025-12-08 10:29 Pacific Duration: 1-2min No of observers: 1 Location: Carson City, NV, USA Location details: I was at work in the parking lot. Looking up at the sky. Moving around. As high as a star. Shape: Circle Color: Mostly white-ish Estimated Size: Wasn’t sure if it was a star at first. Not sure Viewed From: Land Direction from Viewer: I’m not directionally inclined. But I asks my grandma who’s from the area, she says maybe South Angle of Elevation: 90 Closest Distance: It appeared as though it was among the stars. Estimated Speed: It could go from stop 0- different speeds Characteristics: Lights on object, Aura or haze around object Something as high as the stars started moving back the other directions us when I knew something’s different.. I work graveyard shift at work. I was out in the parking lot taking out trash/looking for possible contraband on property. As I’m about to go back to the building to go inside, I’m looking up at the sky at the stars and I see a light moving just as high. I was trying to figure out what it was. It was as high as the stars. It wasn’t blinking at first but I couldn’t tell for sure at first. It was moving to the left in the sky slowly. Then as I’m trying to figure out what this thing was, like a satellite or something. It then goes the opposite direction/to the left and starts moving in these wierd ways. I thought I better take a video, I cause some of it, but not great footage because I am working/dont want to look crazy/dont want to get abducted if it’s real. Then when I started taking the video, at first I thought maybe something was flashing, but it was actually pulsating.. I went back inside the building. And as I was walking back to the office, I just wanted to double check just to see. Stepped out the side door, looked up, it was slowly moving to the right at this point. If there’s that satellite looking thing to the right as well, it was maybe going that direction. Then the light stopped, and I decided to go back inside to work. Posted 2025-12-08",Carson City,NV,"Circle Color: Mostly white-ish Estimated Size: Wasn’t sure if it was a star at first. Not sure Viewed From: Land Direction from Viewer: I’m not directionally inclined. But I asks my grandma who’s from the area, she says maybe South Angle of Elevation: 90 Closest Distance: It appeared as though it was among the stars. Estimated Speed: It could go from stop 0- different speeds Characteristics: Lights on object, Aura or haze around object Something as high as the stars started moving back the other directions us when I knew something’s different.. I work graveyard shift at work. I was out in the parking lot taking out trash/looking for possible contraband on property. As I’m about to go back to the building to go inside, I’m looking up at the sky at the stars and I see a light moving just as high. I was trying to figure out what it was. It was as high as the stars. It wasn’t blinking at first but I couldn’t tell for sure at first. It was moving to the left in the sky slowly. Then as I’m trying to figure out what this thing was, like a satellite or something. It then goes the opposite direction/to the left and starts moving in these wierd ways. I thought I better take a video, I cause some of it, but not great footage because I am working/dont want to look crazy/dont want to get abducted if it’s real. Then when I started taking the video, at first I thought maybe something was flashing, but it was actually pulsating.. I went back inside the building. And as I was walking back to the office, I just wanted to double check just to see. Stepped out the side door, looked up, it was slowly moving to the right at this point. If there’s that satellite looking thing to the right as well, it was maybe going that direction. Then the light stopped, and I decided to go back inside to work. Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194624 Occurred: 2025-12-08 05:42 Local Reported: 2025-12-08 10:29 Pacific Duration: 1-2min No of observers: 1 Location: Carson City, NV, USA Location details: I was at work in the parking lot. Shape: Circle Color: Mostly white-ish Estimated Size: Wasn’t sure if it was a star at first. Not sure Viewed From: Land Direction from Viewer: I’m not directionally inclined",https://nuforc.org/sighting/?id=194624
